Yahoo Symbol,Company Name,BSE Code
CREDITACC.NS,CreditAccess Grameen Ltd,541770
541771.BO,Amin Tannery Ltd,541771
541778.BO,Deep Polymers Ltd,541778
541799.BO,Sungold Media and Entertainment Ltd,541799
541809.BO,ICICI Prudential Nifty Next 50 ETF,541809
541865.BO,Add-Shop ERetail Ltd,541865
541890.BO,Space Incubatrics Technologies Ltd,541890
SGIL.NS,Synergy Green Industries Ltd,541929
541945.BO,Ranjeet Mechatronics Ltd,541945
IRCON.NS,IRCON International Ltd,541956
SKYGOLD.NS,Sky Gold And Diamonds Ltd,541967
541972.BO,SBI - ETF - SENSEX NEXT 50,541972
541973.BO,Mac Hotels Ltd,541973
MANORAMA.NS,Manorama Industries Ltd,541974
541983.BO,Innovative Ideals and Services (India) Ltd,541983
AAVAS.NS,AAVAS Financiers Ltd,541988
GRSE.NS,Garden Reach Shipbuilders & Engineers Ltd,542011
542012.BO,A-1 Ltd,542012
542013.BO,Dolfin Rubbers Ltd,542013
542019.BO,Shubham Polyspin Ltd,542019
542020.BO,AKI India Ltd,542020
542025.BO,Sun Retail Ltd,542025
542034.BO,S. M. Gold Ltd,542034
542046.BO,Vivid Mercantile Ltd,542046
542057.BO,BCPL Railway Infrastructure Ltd,542057
ATGL.NS,Adani Total Gas Ltd,542066
542123.BO,The Phosphate Company Ltd,542123
542131.BO,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),542131
TECHNOE.NS,Techno Electric & Engineering Company Ltd,542141
542145.BO,Roni Households Ltd,542145
542146.BO,Shree Krishna Infrastructure Ltd,542146
542155.BO,Diksha Greens Ltd,542155
542176.BO,Aryan Share and Stock Brokers Ltd,542176
542206.BO,Nivaka Fashions Ltd,542206
DALBHARAT.NS,Dalmia Bharat Ltd,542216
542230.BO,Aditya Birla Sun Life Nifty Next 50 ETF,542230
NILASPACES.NS,Nila Spaces Ltd,542231
SRD.NS,Shankar Lal Rampal Dye-Chem Ltd,542232
TREJHARA.NS,Trejhara Solutions Ltd,542233
542248.BO,Deccan Health Care Ltd,542248
AXITA.NS,Axita Cotton Ltd,542285
KPIGREEN.NS,KPI Green Energy Ltd,542323
542332.BO,Hi-Klass Trading and Investment Ltd,542332
RPSGVENT.NS,RPSG Ventures Ltd,542333
SPENCERS.NS,Spencers Retail Ltd,542337
GLOSTERLTD.NS,Gloster Ltd,542351
XELPMOC.NS,Xelpmoc Design and Tech Ltd,542367
542376.BO,SPA Capital Services Ltd,542376
542377.BO,Aar Shyam India Investment Company Ltd,542377
RITCO.NS,Ritco Logistics Ltd,542383
CHALET.NS,Chalet Hotels Ltd,542399
ANMOL.NS,Anmol India Ltd,542437
542446.BO,Jonjua Overseas Ltd,542446
542459.BO,Kranti Industries Ltd,542459
ANUP.NS,The Anup Engineering Ltd,542460
542477.BO,Gleam Fabmat Ltd,542477
ARVINDFASN.NS,Arvind Fashions Ltd,542484
542513.BO,UTI BSE Sensex Next 50 ETF,542513
542544.BO,Jyot International Marketing Ltd,542544
542579.BO,Ashapuri Gold Ornament Ltd,542579
AARTECH.NS,Aartech Solonics Ltd,542580
542592.BO,Humming Bird Education Ltd,542592
MSTCLTD.NS,MSTC Ltd,542597
542599.BO,Roopshri Resorts Ltd,542599
542627.BO,Chandni Machines Ltd,542627
542628.BO,Northern Spirits Ltd,542628
RVNL.NS,Rail Vikas Nigam Ltd,542649
METROPOLIS.NS,Metropolis Healthcare Ltd,542650
KPITTECH.NS,KPIT Technologies Ltd,542651
POLYCAB.NS,Polycab India Ltd,542652
542654.BO,V R Films & Studios Ltd,542654
VIKASLIFE.NS,Vikas Lifecare Ltd,542655
NEOGEN.NS,Neogen Chemicals Ltd,542665
542666.BO,G. K. P. Printing & Packaging Ltd,542666
542668.BO,Evans Electric Ltd,542668
542669.BO,BMW Industries Ltd,542669
542670.BO,Artemis Electricals and Projects Ltd,542670
542678.BO,Cian Healthcare Ltd,542678
542679.BO,Dhanashree Electronics Ltd,542679
542682.BO,Harish Textile Engineers Ltd,542682
PPL.NS,Prakash Pipes Ltd,542684
542685.BO,Digicontent Ltd,542685
542694.BO,Parshva Enterprises Ltd,542694
542721.BO,Anand Rayons Ltd,542721
SBC.NS,SBC Exports Ltd,542725
INDIAMART.NS,IndiaMART InterMESH Ltd,542726
542727.BO,City Pulse Multiventures Ltd,542727
542728.BO,SK International Export Ltd,542728
DCMNVL.NS,DCM Nouvelle Ltd,542729
542730.BO,ICICI Prudential Nifty Bank ETF,542730
542747.BO,Nippon India ETF S&P BSE Sensex Next 50,542747
AFFLE.NS,Affle 3I Ltd,542752
542758.BO,ICICI Prudential Nifty Private Bank ETF,542758
SPANDANA.NS,Spandana Sphoorty Financial Ltd,542759
SWSOLAR.NS,Sterling and Wilson Renewable Energy Ltd,542760
542765.BO,Transpact Enterprises Ltd,542765
542770.BO,Alphalogic Techsys Ltd,542770
542771.BO,Novateor Research Laboratories Ltd,542771
360ONE.NS,360 ONE WAM LTD,542772
IIFLCAPS.NS,IIFL Capital Services Ltd,542773
MUFIN.NS,Mufin Green Finance Ltd,542774
542801.BO,Misquita Engineering Ltd,542801
542802.BO,Galactico Corporate Services Ltd,542802
542803.BO,Vaxfab Enterprises Ltd,542803
FLUOROCHEM.NS,Gujarat Fluorochemicals Ltd,542812
IRCTC.NS,Indian Railway Catering and Tourism Corporation Ltd,542830
542850.BO,Goblin India Ltd,542850
VISHWARAJ.NS,Vishwaraj Sugar Industries Ltd,542852
GREENPANEL.NS,Greenpanel Industries Ltd,542857
542862.BO,Shahlon Silk Industries Ltd,542862
542863.BO,Aditya Birla Sun Life Nifty Bank ETF,542863
542864.BO,Mount Housing and Infrastructure Ltd,542864
542865.BO,Anuroop Packaging Ltd,542865
542866.BO,Colab Platforms Ltd,542866
CSBBANK.NS,CSB Bank Ltd,542867
UJJIVANSFB.NS,Ujjivan Small Finance Bank Ltd,542904
HINDWAREAP.NS,Hindware Home Innovation Ltd,542905
542906.BO,Easun Capital Markets Ltd,542906
PRINCEPIPE.NS,Prince Pipes and Fittings Ltd,542907
542910.BO,Valencia Nutrition Ltd,542910
542911.BO,Assam Entrade Ltd,542911
542918.BO,Gian Life Care Ltd,542918
ARTEMISMED.NS,Artemis Medicare Services Ltd,542919
SUMICHEM.NS,Sumitomo Chemical India Ltd,542920
542921.BO,ICICI Prudential Nifty Midcap 150 ETF,542921
542922.BO,Mirae Asset Nifty Next 50 ETF (MANXT50ETF),542922
542923.BO,Tranway21 Technologies Ltd,542923
542931.BO,Vardhan Capital & Finance Ltd,542931
542933.BO,Universus Photo Imagings Ltd,542933
542934.BO,Chandra Bhagat Pharma Ltd,542934
542938.BO,Octavius Plantations Ltd,542938
COHANCE.NS,Cohance Lifesciences Ltd,543064
543065.BO,SM Auto Stamping Ltd,543065
SBICARD.NS,SBI Cards and Payment Services Ltd,543066
543144.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),543144
543145.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),543145
543146.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),543146
543147.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),543147
543148.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),543148
543149.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - BONUS PLAN(Issue Price: 0.01),543149
543150.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - GROWTH PLAN(Issue Price: 0.01),543150
543151.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT BONUS PLAN(Issue Price: 0.01),543151
543152.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),543152
543153.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT GROWTH PLAN(Issue Price: 0.01),543153
543154.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),543154
543155.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),543155
543156.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),543156
543168.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),543168
543169.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),543169
543170.BO,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),543170
543171.BO,RO Jewels Ltd,543171
543172.BO,Cospower Engineering Ltd,543172
543173.BO,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND REINVESTMENT,543173
543174.BO,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2GROWTH PLAN GROWTH OPTIONGROWTH,543174
543175.BO,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,543175
543176.BO,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANREINVESTMENT,543176
543177.BO,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,543177
543178.BO,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANREINVESTMENT,543178
543179.BO,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND PAYOUT,543179
543180.BO,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND REINVESTMENT,543180
543181.BO,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT GROWTH PLAN GROWTH OPTIONGROWTH,543181
543182.BO,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,543182
543183.BO,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANREINVESTMENT,543183
543184.BO,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,543184
543185.BO,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANREINVESTMENT,543185
543186.BO,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND PAYOUT,543186
POWERINDIA.NS,Hitachi Energy India Ltd,543187
DJML.NS,DJ Mediaprint & Logistics Ltd,543193
543207.BO,Natural Biocon (India) Ltd,543207
543208.BO,Regis Industries Ltd,543208
543209.BO,Billwin Industries Ltd,543209
543210.BO,Aarti Surfactants Ltd,543210
543211.BO,Bonlon Industries Ltd,543211
BOROLTD.NS,Borosil Ltd,543212
ROSSARI.NS,Rossari Biotech Ltd,543213
NDRAUTO.NS,NDR Auto Components Ltd,543214
SBGLP.NS,Suratwwala Business Group Ltd,543218
543219.BO,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,543219
MAXHEALTH.NS,Max Healthcare Institute Ltd,543220
543221.BO,ICICI Prudential Nifty IT ETF,543221
MAXIND.NS,Max India Ltd,543223
543224.BO,HDFC Nifty Banking ETF,543224
543226.BO,UTI NIFTY BANK ETF,543226
HAPPSTMNDS.NS,Happiest Minds Technologies Ltd,543227
ROUTE.NS,Route Mobile Ltd,543228
543229.BO,Samrat Forgings Ltd,543229
543230.BO,Advait Energy Transitions Ltd,543230
543231.BO,Archidply Decor Ltd,543231
CAMS.NS,Computer Age Management Services Ltd,543232
CHEMCON.NS,Chemcon Speciality Chemicals Ltd,543233
543234.BO,SecMark Consultancy Ltd,543234
ANGELONE.NS,Angel One Ltd,543235
ATAM.NS,Atam Valves Ltd,543236
MAZDOCK.NS,Mazagon Dock Shipbuilders Ltd,543237
UTIAMC.NS,UTI Asset Management Company Ltd,543238
543239.BO,G M Polyplast Ltd,543239
LIKHITHA.NS,Likhitha Infrastructure Ltd,543240
543241.BO,Veer Global Infraconstruction Ltd,543241
HEMIPROP.NS,Hemisphere Properties India Ltd,543242
EQUITASBNK.NS,Equitas Small Finance Bank Ltd,543243
543244.BO,Shine Fashions (India) Ltd,543244
GLAND.NS,Gland Pharma Ltd,543245
543246.BO,Mirae Asset Nifty 100 ESG Sector Leaders ETF,543246
543247.BO,Net Pix Shorts Digital Media Ltd,543247
RBA.NS,Restaurant Brands Asia Ltd,543248
TARC.NS,Tarc Ltd,543249
RVHL.NS,Ravinder Heights Ltd,543251
FAIRCHEMOR.NS,Fairchem Organics Ltd,543252
BECTORFOOD.NS,Mrs. Bectors Food Specialities Ltd,543253
AWHCL.NS,Antony Waste Handling Cell Ltd,543254
543255.BO,Nippon India ETF Nifty Infrastructure BeES,543255
543256.BO,Rita Finance and Leasing Ltd,543256
IRFC.NS,Indian Railway Finance Corporation Ltd,543257
INDIGOPNTS.NS,Indigo Paints Ltd,543258
HOMEFIRST.NS,Home First Finance Company India Ltd,543259
STOVEKRAFT.NS,Stove Kraft Ltd,543260
543262.BO,MRP Agro Ltd,543262
SMCGLOBAL.NS,SMC Global Securities Ltd,543263
NURECA.NS,Nureca Ltd,543264
RAILTEL.NS,RailTel Corporation of India Ltd,543265
HERANBA.NS,Heranba Industries Ltd,543266
DAVANGERE.NS,Davangere Sugar Company Ltd,543267
543268.BO,DRC Systems India Ltd,543268
MTARTECH.NS,MTAR Technologies Ltd,543270
JUBLINGREA.NS,Jubilant Ingrevia Ltd,543271
EASEMYTRIP.NS,Easy Trip Planners Ltd,543272
KMEW.NS,Knowledge Marine & Engineering Works Ltd,543273
543274.BO,Suumaya Corporation Ltd,543274
ANURAS.NS,Anupam Rasayan India Ltd,543275
CRAFTSMAN.NS,Craftsman Automation Ltd,543276
LXCHEM.NS,Laxmi Organic Industries Ltd,543277
KALYANKJIL.NS,Kalyan Jewellers India Ltd,543278
SURYODAY.NS,Suryoday Small Finance Bank Ltd,543279
NAZARA.NS,Nazara Technologies Ltd,543280
543281.BO,Suvidhaa Infoserve Ltd,543281
543282.BO,Niks Technology Ltd,543282
BARBEQUE.NS,Barbeque-Nation Hospitality Ltd,543283
543284.BO,EKI Energy Services Ltd,543284
543285.BO,Rajeshwari Cans Ltd,543285
543286.BO,Jetmall Spices and Masala Ltd,543286
LODHA.NS,Lodha Developers Ltd,543287
DEEPINDS.NS,Deep Industries Ltd,543288
543289.BO,Kuberan Global Edu Solutions Ltd,543289
543291.BO,Mirae Asset NYSE FANG+ ETF,543291
543292.BO,ICICI Prudential Nifty Healthcare ETF,543292
543298.BO,Vineet Laboratories Ltd,543298
SHYAMMETL.NS,Shyam Metalics and Energy Ltd,543299
SONACOMS.NS,Sona BLW Precision Forgings Ltd,543300
DODLA.NS,Dodla Dairy Ltd,543306
KIMS.NS,Krishna Institute of Medical Sciences Ltd,543308
543309.BO,Adeshwar Meditex Ltd,543309
543310.BO,Times Green Energy (India) Ltd,543310
IPL.NS,India Pesticides Ltd,543311
543312.BO,Focus Business Solution Ltd,543312
GRINFRA.NS,G R Infraprojects Ltd,543317
CLEAN.NS,Clean Science and Technology Ltd,543318
543319.BO,AA Plus Tradelink Ltd,543319
ETERNAL.NS,Eternal Ltd,543320
TATVA.NS,Tatva Chintan Pharma Chem Ltd,543321
ALIVUS.NS,Alivus Life Sciences Ltd,543322
543323.BO,Mirae Asset Nifty Financial Services ETF,543323
543324.BO,Gretex Corporate Services Ltd,543324
ROLEXRINGS.NS,Rolex Rings Ltd,543325
543326.BO,ICICI Prudential Nifty FMCG ETF,543326
543327.BO,Exxaro Tiles Ltd,543327
KRSNAA.NS,Krsnaa Diagnostics Ltd,543328
WINDLAS.NS,Windlas Biotech Ltd,543329
DEVYANI.NS,Devyani International Ltd,543330
MOL.NS,Meghmani Organics Ltd,543331
EPIGRAL.NS,Epigral Ltd,543332
CARTRADE.NS,CarTrade Tech Ltd,543333
NUVOCO.NS,Nuvoco Vistas Corporation Ltd,543334
APTUS.NS,Aptus Value Housing Finance India Ltd,543335
CHEMPLASTS.NS,Chemplast Sanmar Ltd,543336
543341.BO,Sharpline Broadcast Ltd,543341
543346.BO,Aashka Hospitals Ltd,543346
543347.BO,Axis NIFTY IT ETF,543347
543348.BO,Axis NIFTY Healthcare ETF,543348
ACUTAAS.NS,Acutaas Chemicals Ltd,543349
VIJAYA.NS,Vijaya Diagnostic Centre Ltd,543350
543352.BO,PlatinumOne Business Services Ltd,543352
543357.BO,Axis NIFTY India Consumption ETF,543357
SANSERA.NS,Sansera Engineering Ltd,543358
543363.BO,Prevest Denpro Ltd,543363
543364.BO,Markolines Pavement Technologies Ltd,543364
543365.BO,Mirae Asset S&P 500 Top 50 ETF,543365
543366.BO,SBL Infratech Ltd,543366
PARAS.NS,Paras Defence and Space Technologies Ltd,543367
543372.BO,Getalong Enterprise Ltd,543372
543373.BO,Shri Venkatesh Refineries Ltd,543373
ABSLAMC.NS,Aditya Birla Sun Life AMC Ltd,543374
543375.BO,Promax Power Ltd,543375
543376.BO,Samor Reality Ltd,543376
543377.BO,Adishakti Loha and Ispat Ltd,543377
543378.BO,CWD Ltd,543378
543383.BO,ICICI Prudential Nifty India Consumption ETF,543383
NYKAA.NS,FSN E-Commerce Ventures Ltd,543384
FINOPB.NS,Fino Payments Bank Ltd,543386
SJS.NS,S.J.S. Enterprises Ltd,543387
543388.BO,DSP Nifty 50 Equal Weight ETF,543388
SIGACHI.NS,Sigachi Industries Ltd,543389
POLICYBZR.NS,PB Fintech Ltd,543390
543391.BO,Suyog Gurbaxani Funicular Ropeways Ltd,543391
PAYTM.NS,One 97 Communications Ltd,543396
SAPPHIRE.NS,Sapphire Foods India Ltd,543397
LATENTVIEW.NS,Latent View Analytics Ltd,543398
TARSONS.NS,Tarsons Products Ltd,543399
543400.BO,Omnipotent Industries Ltd,543400
GOCOLORS.NS,Go Fashion (India) Ltd,543401
543410.BO,DMR Hydroengineering & Infrastructures Ltd,543410
HITECH.NS,Hi-Tech Pipes Ltd,543411
STARHEALTH.NS,Star Health and Allied Insurance Company Ltd,543412
TEGA.NS,Tega Industries Ltd,543413
543414.BO,Mirae Asset Hang Seng TECH ETF,543414
ANANDRATHI.NS,Anand Rathi Wealth Ltd,543415
543416.BO,Zodiac Energy Ltd,543416
RATEGAIN.NS,RateGain Travel Technologies Ltd,543417
SHRIRAMPPS.NS,Shriram Properties Ltd,543419
JETFREIGHT.NS,Jet Freight Logistics Ltd,543420
MAPMYINDIA.NS,C.E. Info Systems Ltd,543425
METROBRAND.NS,Metro Brands Ltd,543426
MEDPLUS.NS,Medplus Health Services Ltd,543427
DATAPATTNS.NS,Data Patterns (India) Ltd,543428
HPAL.NS,HP Adhesives Ltd,543433
SUPRIYA.NS,Supriya Lifescience Ltd,543434
543435.BO,Clara Industries Ltd,543435
543436.BO,Wherrelz IT Solutions Ltd,543436
543437.BO,Motilal Oswal Nasdaq Q 50 ETF,543437
543438.BO,DSP Nifty Midcap 150 Quality 50 ETF,543438
543440.BO,DSP Nifty 50 ETF,543440
CMSINFO.NS,CMS Info Systems Ltd,543441
BCONCEPTS.NS,Brand Concepts Ltd,543442
543443.BO,Ascensive Educare Ltd,543443
543444.BO,Fabino Enterprises Ltd,543444
WEL.NS,Wonder Electricals Ltd,543449
543450.BO,ICICI Prudential Nifty Auto ETF,543450
543451.BO,AGS Transact Technologies Ltd,543451
543453.BO,Alkosign Ltd,543453
543454.BO,Mirae Asset Nifty India Manufacturing ETF,543454
AWL.NS,AWL Agri Business Ltd,543458
543460.BO,Quality RO Industries Ltd,543460
543461.BO,Safa Systems & Technologies Ltd,543461
DEVIT.NS,Dev Information Technology Ltd,543462
MANYAVAR.NS,Vedant Fashions Ltd,543463
543464.BO,Maruti Interior Products Ltd,543464
543465.BO,Motilal Oswal Nifty 200 Momentum 30 ETF,543465
SOFTTECH.NS,Softtech Engineers Ltd,543470
543472.BO,Aditya Birla Sunlife Nifty IT ETF,543472
543473.BO,Aditya Birla Sun Life Nifty Healthcare ETF,543473
543474.BO,Aditya Birla Sun Life Nifty 50 ETF,543474
543475.BO,Ekennis Software Service Ltd,543475
543481.BO,Mirae Asset Nifty Midcap 150 ETF,543481
EUREKAFORB.NS,Eureka Forbes Ltd,543482
GATEWAY.NS,Gateway Distriparks Ltd,543489
GMRP&UI.NS,GMR Power and Urban Infra Ltd,543490
543497.BO,Bhatia Colour Chem Ltd,543497
MSUMI.NS,Motherson Sumi Wiring India Ltd,543498
543499.BO,Achyut Healthcare Ltd,543499
543500.BO,Evoq Remedies Ltd,543500
543501.BO,Motilal Oswal S&P BSE Low Volatility ETF,543501
AVROIND.NS,Avro India Ltd,543512
543513.BO,Uma Exports Ltd,543513
VERANDA.NS,Veranda Learning Solutions Ltd,543514
543515.BO,Sunrise Efficient Marketing Ltd,543515
543516.BO,Dhyaani Tradeventtures Ltd,543516
HARIOMPIPE.NS,Hariom Pipe Industries Ltd,543517
543518.BO,Eighty Jewellers Ltd,543518
543519.BO,Shashwat Furnishing Solutions Ltd,543519
543520.BO,Global Longlife Hospital and Research Ltd,543520
543521.BO,Fone4 Communications (India) Ltd,543521
543522.BO,Nanavati Ventures Ltd,543522
CAMPUS.NS,Campus Activewear Ltd,543523
RAINBOW.NS,Rainbow Children's Medicare Ltd,543524
SILVERTUC.NS,Silver Touch Technologies Ltd,543525
LICI.NS,Life Insurance Corporation of India,543526
PRUDENT.NS,Prudent Corporate Advisory Services Ltd,543527
VENUSPIPES.NS,Venus Pipes & Tubes Ltd,543528
DELHIVERY.NS,Delhivery Ltd,543529
PARADEEP.NS,Paradeep Phosphates Ltd,543530
543531.BO,Tierra Agrotech Ltd,543531
ETHOSLTD.NS,Ethos Ltd,543532
EMUDHRA.NS,eMudhra Ltd,543533
AETHER.NS,Aether Industries Ltd,543534
WEWIN.NS,We Win Ltd,543535
543536.BO,Silver Pearl Hospitality & Luxury Spaces Ltd,543536
543537.BO,Scarnose International Ltd,543537
543538.BO,Goel Food Products Ltd,543538
543539.BO,Modis Navnirman Ltd,543539
543540.BO,Pearl Green Clubs and Resorts Ltd,543540
543541.BO,Sailani Tours N Travels Ltd,543541
543542.BO,Kesar India Ltd,543542
543543.BO,B-Right Realestate Ltd,543543
543544.BO,Jayant Infratech Ltd,543544
543545.BO,Veerkrupa Jewellers Ltd,543545
543546.BO,Healthy Life Agritec Ltd,543546
DDEVPLSTIK.NS,Ddev Plastiks Industries Ltd,543547
543563.BO,Motilal Oswal S&P BSE Healthcare ETF,543563
543568.BO,ICICI Prudential Nifty 200 Momentum 30 ETF,543568
543569.BO,HDFC NIFTY 100 ETF,543569
543570.BO,HDFC Mutual Fund,543570
543571.BO,ICICI Prudential Nifty Infrastructure ETF,543571
SYRMA.NS,Syrma SGS Technology Ltd,543573
543574.BO,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,543574
543575.BO,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,543575
543576.BO,Motilal Oswal S&P BSE Enhanced Value ETF,543576
543577.BO,Motilal Oswal S&P BSE Quality ETF,543577
543578.BO,Olatech Solutions Ltd,543578
543579.BO,Naturo Indiabull Ltd,543579
543590.BO,Rhetan TMT Ltd,543590
543591.BO,Dreamfolks Services Ltd,543591
DBOL.NS,Dhampur Bio Organics Ltd,543593
543594.BO,Dipna Pharmachem Ltd,543594
543595.BO,EP Biocomposites Ltd,543595
TMB.NS,Tamilnad Mercantile Bank Ltd,543596
543597.BO,Virtuoso Optoelectronics Ltd,543597
543598.BO,Shantidoot Infra Services Ltd,543598
KSOLVES.NS,Ksolves India Ltd,543599
HARSHA.NS,Harsha Engineers International Ltd,543600
543605.BO,HDFC NIFTY100 Quality 30 ETF,543605
543606.BO,Containe Technologies Ltd,543606
543607.BO,HDFC NIFTY Growth Sectors 15 ETF,543607
543608.BO,HDFC NIFTY50 Value 20 ETF,543608
543613.BO,Mafia Trends Ltd,543613
TIPSFILMS.NS,Tips Films Ltd,543614
543615.BO,Silicon Rental Solutions Ltd,543615
543616.BO,Trident Lifeline Ltd,543616
543617.BO,Reetech International Ltd,543617
543618.BO,Cargotrans Maritime Ltd,543618
543619.BO,Concord Control Systems Ltd,543619
543620.BO,Insolation Energy Ltd,543620
543621.BO,Cargosol Logistics Ltd,543621
543622.BO,Steelman Telecom Ltd,543622
543623.BO,Vedant Asset Ltd,543623
EMIL.NS,Electronics Mart India Ltd,543626
543627.BO,HDFC NIFTY100 Low Volatility 30 ETF,543627
543628.BO,HDFC NIFTY200 Momentum 30 ETF,543628
PPLPHARMA.NS,Piramal Pharma Ltd,543635
DCI.NS,Dc Infotech and Communication Ltd,543636
543637.BO,Pace E-Commerce Ventures Ltd,543637
TRACXN.NS,Tracxn Technologies Ltd,543638
NARMADA.NS,Narmada Agrobase Ltd,543643
INFOBEAN.NS,Infobeans Technologies Ltd,543644
HPIL.NS,Hindprakash Industries Ltd,543645
DCXINDIA.NS,DCX Systems Ltd,543650
543651.BO,DAPS Advertising Ltd,543651
FUSION.NS,Fusion Finance Ltd,543652
BIKAJI.NS,Bikaji Foods International Ltd,543653
MEDANTA.NS,Global Health Ltd,543654
543656.BO,Technopack Polymers Ltd,543656
ACI.NS,Archean Chemical Industries Ltd,543657
FIVESTAR.NS,Five-Star Business Finance Ltd,543663
KAYNES.NS,Kaynes Technology India Ltd,543664
543665.BO,HDFC NIFTY IT ETF,543665
543666.BO,HDFC NIFTY Private Bank ETF,543666
543667.BO,Inox Green Energy Services Ltd,543667
BBTCL.NS,B&B Triplewall Containers Ltd,543668
RUSTOMJEE.NS,Keystone Realtors Ltd,543669
VINNY.NS,Vinny Overseas Ltd,543670
AAATECH.NS,AAA Technologies Ltd,543671
543677.BO,ICICI Prudential Nifty Financial Services Ex-Bank ETF,543677
543678.BO,Ambo Agritec Ltd,543678
SIRCA.NS,Sirca Paints India Ltd,543686
543687.BO,Dharmaj Crop Guard Ltd,543687
SARVESHWAR.NS,Sarveshwar Foods Ltd,543688
UNIPARTS.NS,Uniparts India Ltd,543689
543709.BO,PNGS Gargi Fashion Jewellery Ltd,543709
543710.BO,ICICI Prudential Nifty Commodities ETF,543710
SULA.NS,Sula Vineyards Ltd,543711
AFSL.NS,Abans Financial Services Ltd,543712
543713.BO,Droneacharya Aerial Innovations Ltd,543713
LANDMARK.NS,Landmark Cars Ltd,543714
543715.BO,Indiabulls Enterprises Ltd,543715
KFINTECH.NS,KFin Technologies Ltd,543720
