Yahoo Symbol,Company Name,BSE Code
517360.BO,SBEC Systems India Ltd,517360
517370.BO,Incap Ltd,517370
517372.BO,Gujarat Intrux Ltd,517372
IGARASHI.NS,Igarashi Motors India Ltd,517380
SYMPHONY.NS,Symphony Ltd,517385
517393.BO,Vintron Informatics Ltd,517393
517397.BO,Pan Electronics India Ltd,517397
517399.BO,VXL Instruments Ltd,517399
517411.BO,Shyam Telecom Ltd,517411
517415.BO,Lee & Nee Softwares Exports Ltd,517415
517417.BO,Patels Airtemp India Ltd,517417
BUTTERFLY.NS,Butterfly Gandhimathi Appliances Ltd,517421
517423.BO,Integra Switchgear Ltd,517423
517429.BO,Athena Global Technologies Ltd,517429
517431.BO,Narmada Macplast Drip Irrigation Systems Ltd,517431
517437.BO,Dutron Polymers Ltd,517437
517447.BO,R.S. Software (India) Ltd,517447
517449.BO,Magna Electro Castings Ltd,517449
517467.BO,Marsons Ltd,517467
517477.BO,Elnet Technologies Ltd,517477
517494.BO,Accel Ltd,517494
WEBELSOLAR.NS,Websol Energy System Ltd,517498
ROTO.NS,Roto Pumps Ltd,517500
TTKPRESTIG.NS,TTK Prestige Ltd,517506
517514.BO,D & H India Ltd,517514
RAJRATAN.NS,Rajratan Global Wire Ltd,517522
SURANAT&P.NS,Surana Telecom and Power Ltd,517530
517536.BO,Onward Technologies Ltd,517536
CENTUM.NS,Centum Electronics Ltd,517544
517546.BO,Alfa Transformers Ltd,517546
517554.BO,NHC Foods Ltd,517554
PVP.NS,PVP Ventures Ltd,517556
TRIGYN.NS,Trigyn Technologies Ltd,517562
KEI.NS,KEI Industries Ltd,517569
518011.BO,Keerthi Industries Ltd,518011
518053.BO,Sri Chakra Cement Ltd,518053
518075.BO,Suraj Products Ltd,518075
518091.BO,Anjani Portland Cement Ltd,518091
519003.BO,Modi Naturals Ltd,519003
519014.BO,Prashant India Ltd,519014
519064.BO,Khandelwal Extractions Ltd,519064
TASTYBITE.NS,Tasty Bite Eatables Ltd,519091
519097.BO,Ritesh International Ltd,519097
AVTNPL.NS,AVT Natural Products Ltd,519105
HNDFDS.NS,Hindustan Foods Ltd,519126
519136.BO,Nahar Industrial Enterprises Ltd,519136
519152.BO,Vadilal Enterprises Ltd,519152
VADILALIND.NS,Vadilal Industries Ltd,519156
519174.BO,Ashiana Agro Industries Ltd,519174
ADFFOODS.NS,Adf Foods Ltd,519183
519191.BO,Retro Green Revolution Ltd,519191
519214.BO,Williamson Financial Services Ltd,519214
519216.BO,Ajanta Soya Ltd,519216
WILLAMAGOR.NS,Williamson Magor & Company Ltd,519224
519230.BO,Kisaan Parivar Industries Ltd,519230
519234.BO,Superior Industrial Enterprises Ltd,519234
519238.BO,Saptarishi Agro Industries Ltd,519238
519260.BO,Sanwaria Consumer Ltd,519260
519262.BO,Prima Agro Ltd,519262
519279.BO,Madhur Industries Ltd,519279
519285.BO,Tarai Foods Ltd,519285
519287.BO,Modern Dairies Ltd,519287
519295.BO,Bambino Agro Industries Ltd,519295
519299.BO,Prime Industries Ltd,519299
519307.BO,Vikas WSP Ltd,519307
519331.BO,VSF Projects Ltd,519331
519353.BO,Bansisons Tea Industries Ltd,519353
519359.BO,Poona Dal & Oil Industries Ltd,519359
519367.BO,Transglobe Foods Ltd,519367
ANIKINDS.NS,Anik Industries Ltd,519383
519397.BO,Sharat Industries Ltd,519397
519413.BO,Datiware Maritime Infra Ltd,519413
519415.BO,KMG Milk Food Ltd,519415
519421.BO,KSE Ltd,519421
519455.BO,Narbada Gems and Jewellery Ltd,519455
519457.BO,Virat Crane Industries Ltd,519457
519463.BO,IB Infotech Enterprises Ltd,519463
519471.BO,Ambar Protein Industries Ltd,519471
519475.BO,Chordia Food Products Ltd,519475
519477.BO,CIAN Agro Industries & Infrastructure Ltd,519477
519479.BO,Omega Ag-Seeds Punjab Ltd,519479
519483.BO,TAI Industries Ltd,519483
NKIND.NS,NK Industries Ltd,519494
519500.BO,BKV Industries Ltd,519500
519506.BO,NCC Bluewater Products Ltd,519506
519528.BO,Norben Tea & Exports Ltd,519528
519532.BO,Asian Tea & Exports Ltd,519532
HERITGFOOD.NS,Heritage Foods Ltd,519552
519566.BO,Simran Farms Ltd,519566
519574.BO,Hindustan Agrigenetics Ltd,519574
CCL.NS,CCL Products (India) Ltd,519600
KELLTONTEC.NS,Kellton Tech Solutions Ltd,519602
519604.BO,Suryo Foods & Industries Ltd,519604
519606.BO,Integrated Proteins Ltd,519606
519612.BO,Lake Shore Realty Ltd,519612
RICOAUTO.NS,Rico Auto Industries Ltd,520008
520021.BO,Omax Autos Ltd,520021
MUNJALSHOW.NS,Munjal Showa Ltd,520043
JAMNAAUTO.NS,Jamna Auto Industries Ltd,520051
TVSHLTD.NS,TVS Holdings Ltd,520056
JTEKTINDIA.NS,Jtekt India Ltd,520057
MUNJALAU.NS,Munjal Auto Industries Ltd,520059
JAYBARMARU.NS,Jay Bharat Maruti Ltd,520066
RACLGEAR.NS,RACL Geartech Ltd,520073
520075.BO,Samkrg Pistons & Rings Ltd,520075
520081.BO,Eastcoast Steel Ltd,520081
520086.BO,Sical Logistics Ltd,520086
RATNAMANI.NS,Ratnamani Metals & Tubes Ltd,520111
VESUVIUS.NS,Vesuvius India Ltd,520113
ASAL.NS,Automotive Stampings and Assemblies Ltd,520119
520121.BO,Arcee Industries Ltd,520121
520123.BO,ABC India Ltd,520123
520127.BO,Balurghat Technologies Ltd,520127
520131.BO,Coastal Roadways Ltd,520131
520141.BO,Sibar Auto Parts Ltd,520141
TRANSWORLD.NS,Transworld Shipping Lines Ltd,520151
520155.BO,Starlog Enterprises Ltd,520155
521003.BO,Shiva Suitings Ltd,521003
521005.BO,Titan Intech Ltd,521005
EUROTEXIND.NS,Eurotex Industries and Exports Ltd,521014
ICIL.NS,Indo Count Industries Ltd,521016
MARALOVER.NS,Maral Overseas Ltd,521018
521034.BO,Soma Textiles & Industries Ltd,521034
521048.BO,Advance Lifestyles Ltd,521048
521054.BO,Kakatiya Textiles Ltd,521054
521062.BO,Perfect-Octave Media Projects Ltd,521062
TRIDENT.NS,Trident Ltd,521064
521068.BO,Hisar Spinning Mills Ltd,521068
ALOKINDS.NS,Alok Industries Ltd,521070
521080.BO,Pasari Spinning Mills Ltd,521080
521097.BO,Amarjothi Spinning Mills Ltd,521097
521105.BO,Olympia Industries Ltd,521105
NAGREEKEXP.NS,Nagreeka Exports Ltd,521109
521113.BO,Suditi Industries Ltd,521113
521131.BO,Shree Bhavya Fabrics Ltd,521131
521133.BO,Gem Spinners India Ltd,521133
521137.BO,Eureka Industries Ltd,521137
521141.BO,Aditya Spinners Ltd,521141
521149.BO,Prime Urban Development India Ltd,521149
521151.BO,Dhanlaxmi Fabrics Ltd,521151
521161.BO,Sri Lakshmi Saraswathi Textiles Arni Ltd,521161
ZODIACLOTH.NS,Zodiac Clothing Company Ltd,521163
521178.BO,Sri Ramakrishna Mills Coimbatore Ltd,521178
SUPERSPIN.NS,Super Spinning Mills Ltd,521180
SILINV.NS,SIL Investments Ltd,521194
SURYALAXMI.NS,Suryalakshmi Cotton Mills Ltd,521200
521206.BO,Samtex Fashions Ltd,521206
521210.BO,Cityman Ltd,521210
521216.BO,Dhanalaxmi Roto Spinners Ltd,521216
DAMODARIND.NS,Damodar Industries Ltd,521220
521222.BO,Sanblue Corporation Ltd,521222
521226.BO,Uniroyal Industries Ltd,521226
521228.BO,Tatia Global Vennture Ltd,521228
521232.BO,Sunil Industries Ltd,521232
521234.BO,Sri Nachammai Cotton Mills Ltd,521234
521238.BO,Bharat Global Developers Ltd,521238
521240.BO,Sambandam Spinning Mills Ltd,521240
521244.BO,MKP Mobility Ltd,521244
PARASPETRO.NS,Paras Petrofils Ltd,521246
KITEX.NS,Kitex Garments Ltd,521248
522001.BO,Cranex Ltd,522001
522004.BO,Batliboi Ltd,522004
522005.BO,Austin Engineering Company Ltd,522005
UNIDT.NS,United Drilling Tools Ltd,522014
522017.BO,Fluidomat Ltd,522017
522027.BO,EMA India Ltd,522027
WINDMACHIN.NS,Windsor Machines Ltd,522029
SHANTIGEAR.NS,Shanthi Gears Ltd,522034
522036.BO,Miven Machine Tools Ltd,522036
HONDAPOWER.NS,Honda India Power Products Ltd,522064
522073.BO,The Hi-Tech Gears Ltd,522073
ELGIEQUIP.NS,Elgi Equipments Ltd,522074
522091.BO,United Van Der Horst Ltd,522091
522101.BO,Kilburn Engineering Ltd,522101
522105.BO,Birla Precision Technologies Ltd,522105
YUKEN.NS,Yuken India Ltd,522108
TIMKEN.NS,Timken India Ltd,522113
522122.BO,Voith Paper Fabrics India Ltd,522122
522134.BO,Artson Ltd,522134
522152.BO,Solitaire Machine Tools Ltd,522152
DIACABS.NS,Diamond Power Infrastructure Ltd,522163
522165.BO,Indsil Hydro Power and Manganese Ltd,522165
522183.BO,ITL Industries Ltd,522183
522195.BO,Frontier Springs Ltd,522195
PRAJIND.NS,Praj Industries Ltd,522205
522207.BO,Rasandik Engineering Industries India Ltd,522207
522209.BO,Yogi Sungwon (India) Ltd,522209
HLEGLAS.NS,HLE Glascoat Ltd,522215
GUJAPOLLO.NS,Gujarat Apollo Industries Ltd,522217
522229.BO,Taneja Aerospace & Aviation Ltd,522229
522231.BO,Conart Engineers Ltd,522231
522235.BO,Minal Industries Ltd,522235
522237.BO,Shivagrico Implements Ltd,522237
MMFL.NS,MM Forgings Ltd,522241
522245.BO,Iykot Hitech Toolroom Ltd,522245
MAYURUNIQ.NS,Mayur Uniquoters Ltd,522249
522251.BO,Cenlub Industries Ltd,522251
RAJOOENG.NS,Rajoo Engineers Ltd,522257
DOLPHIN.NS,Dolphin Offshore Enterprises (India) Ltd,522261
522267.BO,Veejay Lakshmi Engineering Works Ltd,522267
522273.BO,Ahmedabad Steelcraft Ltd,522273
GVT&D.NS,GE Vernova T&D India Ltd,522275
RAMRAT.NS,Ram Ratna Wires Ltd,522281
JAYNECOIND.NS,Jayaswal Neco Industries Ltd,522285
KPIL.NS,Kalpataru Projects International Ltd,522287
522289.BO,NMS Resources Global Ltd,522289
522292.BO,Candour Techtex Ltd,522292
522294.BO,T & I Global Ltd,522294
CONTROLPR.NS,Control Print Ltd,522295
522650.BO,Bemco Hydraulics Ltd,522650
523007.BO,Ansal Buildwell Ltd,523007
WEIZMANIND.NS,Weizmann Ltd,523011
523019.BO,BN Rathi Securities Ltd,523019
523021.BO,Rishi Techtex Ltd,523021
SINCLAIR.NS,Sinclairs Hotels Ltd,523023
SAFARI.NS,Safari Industries India Ltd,523025
523031.BO,A D S Diagnostics Ltd,523031
523054.BO,Binayak Tex Processors Ltd,523054
523062.BO,JJ Finance Corporation Ltd,523062
523100.BO,Cosmo Ferrites Ltd,523100
523105.BO,Cropster Agro Ltd,523105
523113.BO,Futuristic Securities Ltd,523113
523116.BO,Sanco Trans Ltd,523116
523120.BO,Ador Multiproducts Ltd,523120
EIHAHOTELS.NS,EIH Associated Hotels Ltd,523127
523144.BO,Medi Caps Ltd,523144
523151.BO,OTCO International Ltd,523151
523160.BO,Morganite Crucible India Ltd,523160
523186.BO,B&A Packaging India Ltd,523186
ABAN.NS,Aban Offshore Ltd,523204
KOKUYOCMLN.NS,Kokuyo Camlin Ltd,523207
523222.BO,SRM Energy Ltd,523222
523229.BO,Bharat Seats Ltd,523229
523232.BO,Continental Petroleums Ltd,523232
523242.BO,NB Footwear Ltd,523242
523248.BO,Machino Plastics Ltd,523248
PEARLPOLY.NS,PEARL Polymers Ltd,523260
VENKEYS.NS,Venkys (India) Ltd,523261
ADVANIHOTR.NS,Advani Hotels & Resorts (India) Ltd,523269
523277.BO,GV Films Ltd,523277
SUPERHOUSE.NS,Superhouse Ltd,523283
523289.BO,Rama Vision Ltd,523289
TCPLPACK.NS,TCPL Packaging Ltd,523301
523309.BO,Shri Gang Industries & Allied Products Ltd,523309
523315.BO,Purity Flexpack Ltd,523315
BALMLAWRIE.NS,Balmer Lawrie & Company Ltd,523319
523323.BO,Kovai Medical Center & Hospital Ltd,523323
523329.BO,Eldeco Housing & Industries Ltd,523329
523343.BO,Microse India Ltd,523343
DCMSHRIRAM.NS,DCM Shriram Ltd,523367
DCMSRIND.NS,DCM Shriram Industries Ltd,523369
MAWANASUG.NS,Mawana Sugars Ltd,523371
523373.BO,Mini Diamonds India Ltd,523373
MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Ltd,523384
NILKAMAL.NS,Nilkamal Ltd,523385
523391.BO,Nahar Polyfilms Ltd,523391
3MINDIA.NS,3M India Ltd,523395
JCHAC.NS,Johnson Controls-Hitachi Air Conditioning India Ltd,523398
JMFINANCIL.NS,JM Financial Ltd,523405
523411.BO,ADC India Communications Ltd,523411
523419.BO,Tamilnadu Telecommunications Ltd,523419
523425.BO,Sunraj Diamond Exports Ltd,523425
RIIL.NS,Reliance Industrial Infrastructure Ltd,523445
523449.BO,Sharp India Ltd,523449
LINDEINDIA.NS,Linde India Ltd,523457
523465.BO,Ind Bank Housing Ltd,523465
523467.BO,Jai Mata Glass Ltd,523467
523475.BO,Lotus Chocolate Company Ltd,523475
523483.BO,Pacific Industries Ltd,523483
523489.BO,Chennai Meenakshi Multispeciality Hospital Ltd,523489
523519.BO,Universal Office Automation Ltd,523519
523537.BO,APM Industries Ltd,523537
PRECWIRE.NS,Precision Wires India Ltd,523539
523550.BO,Krypton Industries Ltd,523550
523558.BO,Swiss Military Consumer Goods Ltd,523558
523566.BO,Martin Burn Ltd,523566
523574.BO,Future Enterprises Ltd,523574
523586.BO,Indian Toners & Developers Ltd,523586
523594.BO,Kunststoffe Industries Ltd,523594
SCI.NS,Shipping Corporation of India Ltd,523598
523606.BO,Sika Interplant Systems Ltd,523606
ITI.NS,ITI Ltd,523610
DREDGECORP.NS,Dredging Corporation of India Ltd,523618
523620.BO,Phaarmasia Ltd,523620
NFL.NS,National Fertilizers Ltd,523630
523638.BO,IP Rings Ltd,523638
PIIND.NS,PI Industries Ltd,523642
PLASTIBLEN.NS,Plastiblends India Ltd,523648
523650.BO,Yash Innoventures Ltd,523650
523652.BO,Kkalpana Plastick Ltd,523652
523660.BO,Waterbase Ltd,523660
523672.BO,Flex Foods Ltd,523672
523676.BO,Golkunda Diamonds & Jewellery Ltd,523676
APCOTEXIND.NS,Apcotex Industries Ltd,523694
523696.BO,Fortis Malar Hospitals Ltd,523696
MASTEK.NS,Mastek Ltd,523704
EIMCOELECO.NS,Eimco Elecon (India) Ltd,523708
523710.BO,Sayaji Hotels Ltd,523710
ASHIANA.NS,Ashiana Housing Ltd,523716
523722.BO,Svam Software Ltd,523722
523732.BO,Ecoboard Industries Ltd,523732
DVL.NS,Dhunseri Ventures Ltd,523736
523752.BO,Trans India House Impex Ltd,523752
MAHEPC.NS,Mahindra EPC Irrigation Ltd,523754
523782.BO,Mitshi India Ltd,523782
523790.BO,Shukra Jewellery Ltd,523790
MAZDA.NS,Mazda Ltd,523792
523796.BO,Viceroy Hotels Ltd,523796
523826.BO,Sovereign Diamonds Ltd,523826
MENONBE.NS,Menon Bearings Ltd,523828
523832.BO,Mukat Pipes Ltd,523832
GUJRAFFIA.NS,Gujarat Raffia Industries Ltd,523836
SIMPLEXINF.NS,Simplex Infrastructures Ltd,523838
523840.BO,Innovative Tech Pack Ltd,523840
523842.BO,Super Tannery Ltd,523842
523844.BO,Constronics Infra Ltd,523844
523850.BO,Axtel Industries Ltd,523850
523862.BO,Pacheli Industrial Finance Ltd,523862
523888.BO,VR Woodart Ltd,523888
523896.BO,Avi Products India Ltd,523896
POONAWALLA.NS,Poonawalla Fincorp Ltd,524000
524013.BO,Hindustan Fluorocarbons Ltd,524013
KINGFA.NS,Kingfa Science & Technology (India) Ltd,524019
524031.BO,Patidar Buildcon Ltd,524031
524037.BO,Rama Phosphates Ltd,524037
524038.BO,Venlon Enterprises Ltd,524038
524046.BO,Pet Plastics Ltd,524046
POLYPLEX.NS,Polyplex Corporation Ltd,524051
524055.BO,Panther Industrial Products Ltd,524055
ALBERTDAVD.NS,Albert David Ltd,524075
524080.BO,Haryana Leather Chemicals Ltd,524080
CARYSIL.NS,Carysil Ltd,524091
KABRAEXTRU.NS,Kabra Extrusiontechnik Ltd,524109
524129.BO,Vinyl Chemicals (India) Ltd,524129
524136.BO,Pee Cee Cosma Sope Ltd,524136
524156.BO,TCM Ltd,524156
524164.BO,IOL Chemicals & Pharmaceuticals Ltd,524164
524174.BO,Kesar Petroproducts Ltd,524174
VINATIORGA.NS,Vinati Organics Ltd,524200
524202.BO,Lactose India Ltd,524202
524204.BO,Teesta Agro Industries Ltd,524204
AARTIIND.NS,Aarti Industries Ltd,524208
524210.BO,Pentokey Organy India Ltd,524210
524212.BO,Wanbury Ltd,524212
524218.BO,Resonance Specialties Ltd,524218
GAEL.NS,Gujarat Ambuja Exports Ltd,524226
RCF.NS,Rashtriya Chemicals and Fertilizers Ltd,524230
524238.BO,Gujarat Inject Kerala Ltd,524238
KOPRAN.NS,Kopran Ltd,524280
524288.BO,Aimco Pesticides Ltd,524288
524314.BO,Gujarat Terce Laboratories Ltd,524314
524322.BO,Kabra Drugs Ltd,524322
JAYAGROGN.NS,Jayant Agro Organics Ltd,524330
BCLIND.NS,BCL Industries Ltd,524332
524336.BO,Shree Hari Chemicals Export Ltd,524336
524342.BO,Indo Borax & Chemicals Ltd,524342
AARTIDRUGS.NS,Aarti Drugs Ltd,524348
BODALCHEM.NS,Bodal Chemicals Ltd,524370
ORCHPHARMA.NS,Orchid Pharma Ltd,524372
VIMTALABS.NS,Vimta Labs Ltd,524394
524396.BO,Biofil Chemicals & Pharmaceuticals Ltd,524396
524400.BO,Ishita Drugs & Industries Ltd,524400
MARKSANS.NS,Marksans Pharma Ltd,524404
524408.BO,Universal Starch Chem Allied Ltd,524408
524412.BO,Aarey Drugs & Pharmaceuticals Ltd,524412
524414.BO,Norris Medicines Ltd,524414
524434.BO,Asian Petroproducts & Exports Ltd,524434
524440.BO,Camex Ltd,524440
524444.BO,Evexia Lifecare Ltd,524444
524458.BO,Indo Euro Indchem Ltd,524458
524470.BO,Syncom Formulations India Ltd,524470
524480.BO,Riddhi Siddhi Gluco Biols Ltd,524480
524488.BO,SVC INDUSTRIES Ltd,524488
IPCALAB.NS,Ipca Laboratories Ltd,524494
524500.BO,Kilitch Drugs India Ltd,524500
524502.BO,Raaj Medisafe India Ltd,524502
524504.BO,Revati Organics Ltd,524504
524506.BO,Coral Laboratories Ltd,524506
524514.BO,Tulasee Bio Ethanol Ltd,524514
524518.BO,Krebs Biochemicals & Industries Ltd,524518
524520.BO,KMC Speciality Hospitals (India) Ltd,524520
524522.BO,Laffans Petrochemicals Ltd,524522
524534.BO,Bhaskar Agrochemicals Ltd,524534
SUKHJITS.NS,Sukhjit Starch & Chemicals Ltd,524542
524548.BO,Sharma East India Hospitals & Medical Research Ltd,524548
NEULANDLAB.NS,Neuland Laboratories Ltd,524558
524564.BO,Gayatri BioOrganics Ltd,524564
PODDARMENT.NS,Poddar Pigments Ltd,524570
524572.BO,Pharmaids Pharmaceuticals Ltd,524572
524576.BO,Vivid Global Industries Ltd,524576
524580.BO,Priya Ltd,524580
524582.BO,Tirupati Starch & Chemicals Ltd,524582
524590.BO,Hemo Organic Ltd,524590
524592.BO,Jaysynth Orgochem Ltd,524592
524594.BO,Aeonx Digital Technology Ltd,524594
AKSHARCHEM.NS,AksharChem India Ltd,524598
524602.BO,Bandaram Pharma Packtech Ltd,524602
524604.BO,Adline Chem Lab Ltd,524604
524606.BO,Beryl Drugs Ltd,524606
524614.BO,IEL Ltd,524614
524622.BO,iStreet Network Ltd,524622
524624.BO,Gagan Gases Ltd,524624
524628.BO,Parker Agrochem Exports Ltd,524628
524632.BO,Shukra Pharmaceuticals Ltd,524632
524634.BO,Alufluoride Ltd,524634
524636.BO,Oxygenta Pharmaceutical Ltd,524636
524640.BO,Archit Organosys Ltd,524640
524642.BO,Sikozy Realtors Ltd,524642
INDOAMIN.NS,Indo Amines Ltd,524648
INDSWFTLTD.NS,Ind-Swift Ltd,524652
NATCAPSUQ.NS,Natural Capsules Ltd,524654
524661.BO,Welcure Drugs & Pharmaceuticals Ltd,524661
524663.BO,Bharat Immunologicals & Biologicals Corporation Ltd,524663
SOTL.NS,Savita Oil Technologies Ltd,524667
HESTERBIO.NS,Hester Biosciences Ltd,524669
524675.BO,Kabsons Industries Ltd,524675
524687.BO,Basant Agro Tech India Ltd,524687
524703.BO,Sandu Pharmaceuticals Ltd,524703
524709.BO,NACL Industries Ltd,524709
524711.BO,Vista Pharmaceuticals Ltd,524711
SUNPHARMA.NS,Sun Pharmaceutical Industries Ltd,524715
524717.BO,Titan Biotech Ltd,524717
524723.BO,Bijoy Hans Ltd,524723
524727.BO,Span Divergent Ltd,524727
524731.BO,Jenburkt Pharmaceuticals Ltd,524731
HIKAL.NS,Hikal Ltd,524735
CAPLIPOINT.NS,Caplin Point Laboratories Ltd,524742
FISCHER.NS,Fischer Medical Ventures Ltd,524743
524748.BO,Link Pharma Chem Ltd,524748
524752.BO,Decipher Labs Ltd,524752
524768.BO,Emmessar Biotech & Nutrition Ltd,524768
NGLFINE.NS,NGL Fine Chem Ltd,524774
524790.BO,Everest Organics Ltd,524790
AUROPHARMA.NS,Aurobindo Pharma Ltd,524804
524808.BO,Phyto Chem India Ltd,524808
NATCOPHARM.NS,Natco Pharma Ltd,524816
524818.BO,Dynamic Industries Ltd,524818
PANAMAPET.NS,Panama Petrochem Ltd,524820
BALPHARMA.NS,Bal Pharma Ltd,524824
524828.BO,BDH Industries Ltd,524828
526001.BO,Jauss Polymers Ltd,526001
526025.BO,Globus Constructors & Developers Ltd,526025
526027.BO,Cubex Tubings Ltd,526027
526043.BO,Polymechplast Machines Ltd,526043
526071.BO,Stellant Securities (India) Ltd,526071
526073.BO,Galaxy Bearings Ltd,526073
526081.BO,SC Agrotech Ltd,526081
526095.BO,Ravileela Granites Ltd,526095
526113.BO,Uniroyal Marine Exports Ltd,526113
526115.BO,Karan Woo Sin Ltd,526115
526117.BO,Shervani Industrial Syndicate Ltd,526117
526125.BO,BN Holdings Ltd,526125
526133.BO,Supertex Industries Ltd,526133
526137.BO,Shetron Ltd,526137
526139.BO,Transgene Biotek Ltd,526139
526143.BO,Mpl Plastics Ltd,526143
526159.BO,Nikhil Adhesives Ltd,526159
526161.BO,Spenta International Ltd,526161
526169.BO,Multibase India Ltd,526169
526173.BO,Andrew Yule & Company Ltd,526173
526179.BO,Ludlow Jute & Specialities Ltd,526179
526187.BO,Ashram Online.Com Ltd,526187
526193.BO,Royal Cushion Vinyl Products Ltd,526193
526211.BO,Suraj Industries Ltd,526211
HITECHCORP.NS,Hitech Corporation Ltd,526217
526225.BO,Bloom Dekor Ltd,526225
FILATEX.NS,Filatex India Ltd,526227
526231.BO,Standard Surfactants Ltd,526231
526237.BO,Morgan Ventures Ltd,526237
526241.BO,Amrapali Industries Ltd,526241
PREMEXPLN.NS,Premier Explosives Ltd,526247
526251.BO,Mid East Portfolio Management Ltd,526251
MOLDTECH.NS,Mold-Tek Technologies Ltd,526263
526269.BO,Crestchem Ltd,526269
MPHASIS.NS,Mphasis Ltd,526299
526301.BO,Medinova Diagnostic Services Ltd,526301
526315.BO,Divyashakti Ltd,526315
ORIENTLTD.NS,Orient Press Ltd,526325
526335.BO,Shreyas Intermediates Ltd,526335
526345.BO,Panjon Ltd,526345
526349.BO,Nirbhay Colours India Ltd,526349
526355.BO,Duro Pack Ltd,526355
526365.BO,Swarnsarita Jewels India Ltd,526365
GANESHHOUC.NS,Ganesh Housing Corporation Ltd,526367
NMDC.NS,NMDC Ltd,526371
526373.BO,Cindrella Hotels Ltd,526373
PATINTLOG.NS,Patel Integrated Logistics Ltd,526381
ALPHAGEO.NS,Alphageo (India) Ltd,526397
526407.BO,Hampton Sky Realty Ltd,526407
526409.BO,Kkalpana Industries (India) Ltd,526409
526415.BO,OK Play India Ltd,526415
526423.BO,Kriti Industries India Ltd,526423
526431.BO,Welterman International Ltd,526431
526433.BO,ASM Technologies Ltd,526433
526435.BO,Perfectpac Ltd,526435
526439.BO,Ambitious Plastomac Company Ltd,526439
526441.BO,Vision Cinemas Ltd,526441
526443.BO,Artificial Electronics Intelligent Material Ltd,526443
526445.BO,Indrayani Biotech Ltd,526445
526468.BO,Euro Leder Fashion Ltd,526468
526471.BO,Winsome Breweries Ltd,526471
526473.BO,Elegant Floriculture & Agrotech India Ltd,526473
526477.BO,South Asian Enterprises Ltd,526477
526479.BO,Sky Industries Ltd,526479
526481.BO,Phoenix International Ltd,526481
526488.BO,Bhudevi Infra Projects Ltd,526488
526490.BO,Pratik Panels Ltd,526490
526492.BO,Rishiroop Ltd,526492
526494.BO,Promact Impex Ltd,526494
526500.BO,Sterling Green Woods Ltd,526500
526506.BO,Systematix Corporate Services Ltd,526506
526508.BO,Shahi Shipping Ltd,526508
526519.BO,Alpine Housing Development Corporation Ltd,526519
SANGHIIND.NS,Sanghi Industries Ltd,526521
526525.BO,Worldwide Aluminium Ltd,526525
526530.BO,IIRM Holdings India Ltd,526530
526532.BO,Square Four Projects India Ltd,526532
526544.BO,SGL Resources Ltd,526544
526546.BO,Choksi Laboratories Ltd,526546
CCHHL.NS,Country Club Hospitality & Holidays Ltd,526550
526554.BO,Salguti Industries Ltd,526554
526570.BO,Midwest Gold Ltd,526570
526574.BO,Enterprise International Ltd,526574
TPLPLASTEH.NS,TPL Plastech Ltd,526582
526586.BO,Wim Plast Ltd,526586
526588.BO,Photoquip India Ltd,526588
526596.BO,Liberty Shoes Ltd,526596
526604.BO,Lippi Systems Ltd,526604
ELECTHERM.NS,Electrotherm (India) Ltd,526608
BLUEDART.NS,Blue Dart Express Ltd,526612
526614.BO,Expo Gas Containers Ltd,526614
526616.BO,National Plastic Industries Ltd,526616
526622.BO,MFL India Ltd,526622
526628.BO,Ajwa Fun World & Resort Ltd,526628
526638.BO,Texel Industries Ltd,526638
526640.BO,Royale Manor Hotels & Industries Ltd,526640
MIRZAINT.NS,Mirza International Ltd,526642
TFCILTD.NS,Tourism Finance Corporation of India Ltd,526650
526654.BO,Thakkers Developers Ltd,526654
526662.BO,Rajdarshan Industries Ltd,526662
BIL.NS,Bhartiya International Ltd,526666
526668.BO,Kamat Hotels (India) Ltd,526668
526675.BO,Tirth Plastic Ltd,526675
526677.BO,DSJ keep Learning Ltd,526677
526687.BO,Polo Hotels Ltd,526687
526703.BO,Ecoplast Ltd,526703
526705.BO,Elegant Marbles & Grani Industries Ltd,526705
526709.BO,Bits Ltd,526709
526711.BO,Adarsh Plant Protect Ltd,526711
526717.BO,HCP Plastene Bulkpack Ltd,526717
526721.BO,Nicco Parks & Resorts Ltd,526721
526723.BO,NTC Industries Ltd,526723
526725.BO,Sandesh Ltd,526725
526727.BO,Garnet Construction Ltd,526727
GOLDIAM.NS,Goldiam International Ltd,526729
526731.BO,Bright Brothers Ltd,526731
526739.BO,Narmada Gelatines Ltd,526739
526747.BO,PG Foils Ltd,526747
526751.BO,Gratex Industries Ltd,526751
526755.BO,Velan Hotels Ltd,526755
526761.BO,Howard Hotels Ltd,526761
526773.BO,Pressure Sensitive Systems India Ltd,526773
526775.BO,Valiant Communications Ltd,526775
526783.BO,Dr Agarwals Eye Hospital Ltd,526783
526795.BO,Mahasagar Travels Ltd,526795
GREENPLY.NS,Greenply Industries Ltd,526797
SEAMECLTD.NS,Seamec Ltd,526807
526813.BO,Raghunath International Ltd,526813
CHEVIOT.NS,Cheviot Company Ltd,526817
526821.BO,Dai-Ichi Karkaria Ltd,526821
526827.BO,Spice Islands Industries Ltd,526827
CONFIPET.NS,Confidence Petroleum India Ltd,526829
526839.BO,Shelter Infra Projects Ltd,526839
526841.BO,Shakti Press Ltd,526841
